name,github_slug,main_repo,homepage,language,domains,loc_estimate,fuzzing_engines,sanitizers,fuzz_target_count,has_dockerfile,has_asan,has_coverage,build_system,quality_score,apt_packages,nvd_cve_count,nvd_mean_cvss,nvd_cwes,github_stars
plexus-utils,codehaus-plexus/plexus-utils,https://github.com/codehaus-plexus/plexus-utils.git,https://github.com/codehaus-plexus/plexus-utils,jvm,uncategorized,19814,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,1,8.65,CWE-78,38
pngquant,kornelski/pngquant,https://github.com/kornelski/pngquant,https://pngquant.org,c,image-parsing,1783,libfuzzer | honggfuzz,address | undefined,0,Yes,Yes,No,,2,make | libpng-dev | autoconf | libtool,1,7.3,CWE-190,5589
postgis,,https://git.osgeo.org/gitea/postgis/postgis.git,http://postgis.net/,c++,data-parsing,,afl | honggfuzz | libfuzzer,,0,Yes,No,No,make,1,make | autoconf | automake | libtool | postgresql-server-dev-12 | libgeos-dev | libproj-dev | libxml2-dev | pkg-config | libjson-c-dev,1,6.25,CWE-20,
protobuf-python,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,https://developers.google.com/protocol-buffers/,python,data-parsing,821715,libfuzzer,address,0,Yes,Yes,No,,2,,1,7.5,CWE-1286,70873
psutil,giampaolo/psutil,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,python,uncategorized,33601,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,1,6.25,CWE-415,11109
pyasn1,etingof/pyasn1,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,python,data-parsing,14572,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,1,7.5,CWE-770,254
pymysql,PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,python,database,5190,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,1,6.3,CWE-89,7837
python-future,PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,python,uncategorized,53159,libfuzzer,address,0,Yes,Yes,No,pip,2,,1,5.4,CWE-77,1187
pyxdg,takluyver/pyxdg,https://github.com/takluyver/pyxdg,https://freedesktop.org/wiki/Software/pyxdg/,python,data-parsing | compression,4421,libfuzzer,address,0,Yes,Yes,No,pip,2,libxml2-dev | libxslt-dev | zlib1g-dev,1,6.3,CWE-94,88
racket,racket/racket,https://github.com/racket/racket/,https://racket-lang.org,,uncategorized,1304800,,undefined | memory | address,0,No,Yes,No,,0,,1,5.55,CWE-441 | CWE-610,5113
rauc,rauc/rauc,https://github.com/rauc/rauc.git,https://rauc.io/,c,uncategorized,38569,,,0,Yes,No,No,,1,python3-pip,1,6.85,CWE-367,1116
rhai,rhaiscript/rhai,https://github.com/rhaiscript/rhai.git,rhai.rs,rust,language-runtime,59287,libfuzzer,address,3,Yes,Yes,No,cargo,2,,1,7.5,CWE-120,5223
rtpproxy,sippy/rtpproxy,https://github.com/sippy/rtpproxy,https://rtpproxy.org/,c,uncategorized,93577,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,,1,6.45,CWE-200,469
scapy,secdev/scapy,https://github.com/secdev/scapy,https://scapy.net,python,uncategorized,200003,libfuzzer,address | undefined,1,Yes,Yes,No,,2,,1,6.25,CWE-835,12115
sentencepiece,google/sentencepiece,https://github.com/google/sentencepiece.git,https://github.com/google/sentencepiece,c++,uncategorized,184573,,address | undefined,0,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | cmake | build-essential | pkg-config | libgoogle-perftools-dev,1,7.8,CWE-119,11702
sigstore-go,sigstore/sigstore,https://github.com/sigstore/sigstore,https://sigstore.dev,go,crypto,15504,libfuzzer,address,0,Yes,Yes,No,,2,,1,3.1,CWE-835,504
simplejson,simplejson/simplejson,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,python,uncategorized,6061,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,1,5.1,CWE-129,1706
skia,,https://skia.googlesource.com/skia.git,https://github.com/google/skia,c++,compression | image-parsing,,,undefined,98,Yes,No,Yes,cmake,1,python3 | libglu1-mesa-dev | cmake | zlib1g-dev | libxext-dev | libxcb-shm0-dev,1,6.25,,
sleuthkit,sleuthkit/sleuthkit,https://github.com/sleuthkit/sleuthkit,https://sleuthkit.org,c++,uncategorized,205823,afl | honggfuzz | libfuzzer,,0,Yes,No,No,make,1,make | autoconf | automake | libtool | libz-dev,1,7.8,CWE-78,3023
spdlog,gabime/spdlog,https://github.com/gabime/spdlog.git,https://github.com/gabime/spdlog,c++,uncategorized,24666,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,cmake,2,cmake,1,2.5,CWE-400 | CWE-404,28500
spring-ldap,spring-projects/spring-ldap,https://github.com/spring-projects/spring-ldap.git,https://github.com/spring-projects/spring-ldap.git,jvm,networking | web-framework,58390,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,1,6.6,CWE-287,365
sqlite-jdbc,xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc,jvm,database | web-runtime,31899,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,1,8.8,CWE-94,3210
tdengine,taosdata/TDengine,https://github.com/taosdata/TDengine,https://www.taosdata.com/en/documentation/,c,data-parsing | compression,776798,afl | honggfuzz | libfuzzer,,1,Yes,No,Yes,cmake,1,libtool | build-essential | pkg-config | zlib1g-dev | liblzma-dev | libjansson-dev,1,6.5,CWE-20,24781
tinygltf,syoyo/tinygltf,https://github.com/syoyo/tinygltf.git,https://github.com/syoyo/tinygltf,c++,uncategorized,44186,libfuzzer,address,0,Yes,Yes,No,cmake,2,,1,8.1,CWE-78 | CWE-77,2420
tinyobjloader,tinyobjloader/tinyobjloader,https://github.com/tinyobjloader/tinyobjloader,https://github.com/tinyobjloader/tinyobjloader,c++,uncategorized,9482,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,cmake,2,,1,8.4,CWE-129,3757
tomli,hukkinj1/tomli,https://github.com/hukkinj1/tomli,https://github.com/hukkinj1/tomli,python,uncategorized,1069,libfuzzer,address,0,Yes,Yes,No,,2,,1,5.9,CWE-79,556
usbguard,USBGuard/usbguard,https://github.com/USBGuard/usbguard,https://usbguard.github.io/,c++,data-parsing | crypto | networking | system,23002,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | pkg-config | libxml2-utils | libxml2-dev | xsltproc | libprotobuf-dev | protobuf-compiler | libdbus-1-dev | libdbus-glib-1-dev | libgio2.0-cil-dev | libgcrypt20-dev | libpolkit-gobject-1-dev | libseccomp-dev | libcap-ng-dev,1,6.1,CWE-863,1309
userver,userver-framework/userver,https://github.com/userver-framework/userver.git,https://userver.tech/,c++,data-parsing | crypto | compression | database | networking | font-rendering,352694,honggfuzz,,6,Yes,No,No,make,1,make | autoconf | automake | libtool | ninja-build | libyaml-cpp-dev | libzstd-dev | libre2-dev | libicu-dev | zlib1g-dev | libnghttp2-dev | libev-dev | clang-format | ccache | cmake | git | libbenchmark-dev | libbson-dev | libcctz-dev | libcurl4-openssl-dev | libgmock-dev | libc-ares-dev | libfmt-dev | libgrpc-dev | libgrpc++-dev | libgrpc++1 | libgtest-dev | libhiredis-dev | libjemalloc-dev | libkrb5-dev | libldap2-dev | libmongoc-dev | libpq-dev | libprotoc-dev | libssl-dev | pkg-config | protobuf-compiler-grpc | python3-dev | python3-jinja2 | python3-pip | python3-protobuf | python3-venv | python3-voluptuous | chrpath | libstdc++-10-dev | clang-format-18,1,7.5,CWE-400,2838
usrsctp,sctplab/usrsctp,https://github.com/sctplab/usrsctp,https://github.com/sctplab/usrsctp,c++,uncategorized,69143,libfuzzer | afl | honggfuzz,address | undefined | memory,0,Yes,Yes,No,cmake,2,make | cmake,1,5.4,CWE-125,745
uwebsockets,uNetworking/uWebSockets,https://github.com/uNetworking/uWebSockets.git,https://github.com/uNetworking/uWebSockets,c++,uncategorized,9685,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,make,2,,1,7.8,CWE-787,18745
wasmedge,WasmEdge/WasmEdge,https://github.com/WasmEdge/WasmEdge.git,https://github.com/WasmEdge/WasmEdge,c++,language-runtime,165819,,address | memory,2,Yes,Yes,No,cmake,2,software-properties-common | dpkg-dev | ninja-build | llvm-12-dev | liblld-12-dev,1,,CWE-190,10520
woodstox,FasterXML/woodstox,https://github.com/FasterXML/woodstox,https://github.com/FasterXML/woodstox,jvm,uncategorized,69967,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,1,6.5,CWE-121 | CWE-787,245
xmlbeans,apache/xmlbeans,https://github.com/apache/xmlbeans,https://xmlbeans.apache.org/,jvm,uncategorized,166174,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,make | autoconf | automake | libtool,1,7.75,CWE-776,57
xmltodict,martinblech/xmltodict,https://github.com/martinblech/xmltodict.git,https://github.com/martinblech/xmltodict,python,uncategorized,1357,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,1,,CWE-91,5726
zt-zip,zeroturnaround/zt-zip,https://github.com/zeroturnaround/zt-zip/,https://github.com/zeroturnaround/zt-zip/,jvm,uncategorized,8770,libfuzzer,address,6,Yes,Yes,No,maven/gradle,2,openjdk-11-jdk,1,5.65,CWE-22,1390
zydis,zyantific/zydis,https://github.com/zyantific/zydis.git,https://github.com/zyantific/zydis,c,uncategorized,25912,,address | memory | undefined,0,Yes,Yes,No,cmake,2,,1,6.35,CWE-122 | CWE-457 | CWE-908,4139
abseil-cpp,abseil/abseil-cpp,https://github.com/abseil/abseil-cpp.git,abseil.io,c++,uncategorized,223597,,,0,Yes,No,No,,1,,0,,,17125
abseil-py,abseil/abseil-py,https://github.com/abseil/abseil-py,https://github.com/abseil/abseil-py,python,uncategorized,23813,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,2432
ada-url,ada-url/ada,https://github.com/ada-url/ada.git,https://ada-url.github.io/ada,c++,networking,38438,libfuzzer | afl | honggfuzz | centipede,address | undefined | memory,0,Yes,Yes,No,,2,make | cmake,0,,,1706
alembic,alembic/alembic,https://github.com/alembic/alembic,https://github.com/alembic/alembic,c++,compression | database | scientific,121523,,address,0,Yes,Yes,No,cmake,2,build-essential | zlib1g-dev | python | make | automake,0,,,1143
ampproject,ampproject/amphtml,https://github.com/ampproject/amphtml,https://github.com/ampproject/amphtml,c++,web-runtime,495276,libfuzzer,,0,Yes,No,No,,1,make | autoconf | automake | libtool | libomp-dev | libgomp1 | nodejs,0,,,14921
angus-mail,eclipse-ee4j/angus-mail,https://github.com/eclipse-ee4j/angus-mail.git,https://eclipse-ee4j.github.io/mail,jvm,uncategorized,74805,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,81
anise,nyx-space/anise,https://github.com/nyx-space/anise.git,https://docs.rs/anise/latest/anise/index.html,rust,scientific,41742,libfuzzer,address,0,Yes,Yes,No,cargo,2,tcsh | libc++-dev | libc++abi-dev,0,,,219
aniso8601,,https://bitbucket.org/nielsenb/aniso8601,https://bitbucket.org/nielsenb/aniso8601,python,uncategorized,,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,
antlr3-java,antlr/antlr3,https://github.com/antlr/antlr3.git,https://www.antlr.org,jvm,data-parsing,230352,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,251
antlr4-java,antlr/antlr4,https://github.com/antlr/antlr4.git,https://www.antlr.org,jvm,data-parsing,176919,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,18794
apache-axis2,apache/axis-axis2-java-core,https://github.com/apache/axis-axis2-java-core.git,https://axis.apache.org/axis2/java/core/,jvm,web-framework,474892,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,xmlstarlet,0,,,41
apache-commons-bcel,apache/commons-bcel,https://github.com/apache/commons-bcel.git,https://commons.apache.org/proper/commons-bcel/,jvm,web-framework,77533,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,270
apache-commons-beanutils,apache/commons-beanutils,https://github.com/apache/commons-beanutils.git,https://commons.apache.org/proper/commons-beanutils/,jvm,web-framework,46534,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,315
apache-commons-cli,apache/commons-cli,https://github.com/apache/commons-cli.git,https://commons.apache.org/proper/commons-cli/,jvm,web-framework,17529,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,385
apache-commons-codec,,https://gitbox.apache.org/repos/asf/commons-codec.git,https://commons.apache.org/proper/commons-codec/,jvm,media-codec | web-framework,,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,
apache-commons-collections,apache/commons-collections,https://github.com/apache/commons-collections.git,https://commons.apache.org/proper/commons-collections/,jvm,web-framework,106669,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,725
apache-commons-compress,apache/commons-compress,https://github.com/apache/commons-compress,https://commons.apache.org,jvm,compression | web-framework,117463,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,392
apache-commons-configuration,,https://gitbox.apache.org/repos/asf/commons-configuration.git,https://commons.apache.org/proper/commons-configuration/,jvm,data-parsing | web-framework,,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,
apache-commons-csv,apache/commons-csv,https://github.com/apache/commons-csv.git,https://github.com/apache/commons-csv,jvm,data-parsing | web-framework,13880,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,409
apache-commons-fileupload,apache/commons-fileupload,https://github.com/apache/commons-fileupload.git,https://commons.apache.org/proper/commons-fileupload/,jvm,web-framework,11359,libfuzzer,address,4,Yes,Yes,No,maven/gradle,2,,0,,,257
apache-commons-geometry,apache/commons-geometry,https://github.com/apache/commons-geometry,https://commons.apache.org,jvm,scientific | web-framework,112991,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,59
apache-commons-imaging,apache/commons-imaging,https://github.com/apache/commons-imaging,https://commons.apache.org,jvm,web-framework,68591,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,481
apache-commons-io,,https://gitbox.apache.org/repos/asf/commons-io.git,https://commons.apache.org/proper/commons-io/,jvm,web-framework,,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,
apache-commons-jxpath,apache/commons-jxpath,https://github.com/apache/commons-jxpath.git,https://github.com/apache/commons-jxpath.git,jvm,web-framework,29276,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,39
apache-commons-lang,apache/commons-lang,https://github.com/apache/commons-lang.git,https://github.com/apache/commons-lang,jvm,web-framework,172652,libfuzzer,address,6,Yes,Yes,No,maven/gradle,2,,0,,,2947
apache-commons-logging,,https://gitbox.apache.org/repos/asf/commons-logging.git,https://commons.apache.org/proper/commons-collections/,jvm,web-framework,,libfuzzer,address,3,Yes,Yes,No,maven/gradle,2,,0,,,
apache-commons-math,apache/commons-math,https://github.com/apache/commons-math,https://commons.apache.org,jvm,scientific | web-framework,205324,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,638
apache-commons-net,apache/commons-net,https://github.com/apache/commons-net.git,https://github.com/apache/commons-net,jvm,web-framework,50904,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,make | autoconf | automake | libtool,0,,,289
apache-commons-text,apache/commons-text,https://github.com/apache/commons-text/,https://github.com/apache/commons-text/,jvm,web-framework,44320,libfuzzer,address,5,Yes,Yes,No,maven/gradle,2,,0,,,374
apache-commons-validator,apache/commons-validator,https://github.com/apache/commons-validator.git,https://github.com/apache/commons-validator,jvm,web-framework,30790,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,make | autoconf | automake | libtool,0,,,224
apache-cxf,apache/cxf,https://github.com/apache/cxf/,https://cxf.apache.org/,jvm,web-framework,853466,libfuzzer,address,5,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,914
apache-doris,apache/doris,https://github.com/apache/doris.git,https://doris.apache.org,c++,uncategorized,2212075,,,0,No,No,No,,0,,0,,,15126
apache-felix-dev,apache/felix-dev,https://github.com/apache/felix-dev.git,https://felix.apache.org/,jvm,uncategorized,544954,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,make | autoconf | automake | libtool,0,,,158
apache-httpd,apache/httpd,https://github.com/apache/httpd,https://httpd.apache.org/,c,networking,270594,,,1,Yes,No,No,make,1,make | autoconf | automake | libtool | uuid-dev | pkg-config | libtool-bin | libbsd-dev,0,,,3950
apache-logging-log4cxx,apache/logging-log4cxx,https://github.com/apache/logging-log4cxx,https://logging.apache.org/log4cxx,c++,uncategorized,59645,afl | honggfuzz | libfuzzer | centipede,address | undefined,1,Yes,Yes,No,cmake,2,build-essential | libapr1-dev | libaprutil1-dev | gzip | zip,0,,,300
apache-poi,apache/poi,https://github.com/apache/poi.git,https://poi.apache.org/,jvm,uncategorized,576790,libfuzzer,address,16,Yes,Yes,No,maven/gradle,2,libxext6 | libx11-6 | libxrender1 | libxtst6 | libxi6 | libxcb1 | libxau6 | libxdmcp6 | libfreetype6 | libpng16-16,0,,,2211
apache-tika,apache/tika,https://github.com/apache/tika/,https://tika.apache.org/,jvm,document-parsing,319572,libfuzzer,address,4,Yes,Yes,No,maven/gradle,2,,0,,,3642
aptos-core,aptos-labs/aptos-core,https://github.com/aptos-labs/aptos-core,https://aptos.dev,rust,system | virtualization | blockchain,954735,libfuzzer,address,0,Yes,Yes,No,,2,make | autoconf | automake | libclang-dev | libtool | pkg-config | libudev-dev,0,,,6439
archaius-core,Netflix/archaius,https://github.com/Netflix/archaius.git,https://github.com/Netflix/archaius,jvm,uncategorized,14027,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,2493
arduinojson,bblanchon/ArduinoJson,https://github.com/bblanchon/ArduinoJson.git,https://github.com/bblanchon/ArduinoJson,c++,uncategorized,34703,,address | memory | undefined,0,Yes,Yes,No,cmake,2,make | zip | git,0,,,7131
argcomplete,kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,python,uncategorized,3395,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1557
args4j,kohsuke/args4j,https://github.com/kohsuke/args4j,https://github.com/kohsuke/args4j,jvm,uncategorized,5659,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,800
arrow-java,apache/arrow-java,https://github.com/apache/arrow-java,https://arrow.apache.org/,jvm,scientific,212131,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,83
arrow-py,arrow-py/arrow,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,python,scientific,14666,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,9036
askama,askama-rs/askama,https://github.com/askama-rs/askama,https://askama.readthedocs.io/,rust,uncategorized,28434,libfuzzer,address,0,Yes,Yes,No,cargo,2,make | autoconf | automake | libtool,0,,,1000
asn1crypto,wbond/asn1crypto,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,python,data-parsing | crypto,19548,libfuzzer,address,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,357
aspectj,eclipse/org.aspectj,https://github.com/eclipse/org.aspectj,https://www.eclipse.org/aspectj/,jvm,uncategorized,398673,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,385
astc-encoder,ARM-software/astc-encoder,https://github.com/ARM-software/astc-encoder,https://github.com/ARM-software/astc-encoder,c++,image-parsing,72600,,,0,Yes,No,No,,1,make | autoconf | automake | libtool,0,,,1258
astro-compiler,withastro/compiler,https://github.com/withastro/compiler,https://github.com/withastro/compiler,go,uncategorized,29272,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,642
astroid,pylint-dev/astroid,https://github.com/pylint-dev/astroid,https://github.com/pylint-dev/astroid,python,uncategorized,43675,libfuzzer,address,1,Yes,Yes,No,,2,,0,,,573
asttokens,gristlabs/asttokens,https://github.com/gristlabs/asttokens,https://github.com/gristlabs/asttokens,python,uncategorized,2734,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,192
autoflake,PyCQA/autoflake,https://www.github.com/PyCQA/autoflake,https://www.github.com/PyCQA/autoflake,python,uncategorized,3257,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,952
autopep8,hhatto/autopep8,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,python,uncategorized,14361,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,4664
azure-sdk-for-python,azure/azure-sdk-for-python,https://github.com/azure/azure-sdk-for-python,https://github.com/azure/azure-sdk-for-python,python,uncategorized,12056059,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,5513
bad_example,madler/zlib,https://github.com/madler/zlib,http://www.zlib.net/,c++,uncategorized,44916,afl | honggfuzz | libfuzzer,address | memory | undefined,5,Yes,Yes,Yes,make,3,make | autoconf | automake | libtool,0,,,6749
bazel-rules-fuzzing-test,bazelbuild/rules_fuzzing,https://github.com/bazelbuild/rules_fuzzing,https://github.com/bazelbuild/rules_fuzzing,c++,testing-infra,3241,libfuzzer | afl | honggfuzz,address | undefined | memory,0,Yes,Yes,No,,2,python-is-python3,0,,,90
bazel-rules-fuzzing-test-java,bazelbuild/rules_fuzzing,https://github.com/bazelbuild/rules_fuzzing,https://github.com/bazelbuild/rules_fuzzing,jvm,testing-infra,3241,libfuzzer,address | undefined,0,Yes,Yes,No,,2,python-is-python3,0,,,90
bc-gh,gavinhoward/bc,https://github.com/gavinhoward/bc,https://git.gavinhoward.com/gavin/bc,c,system,50343,libfuzzer | afl | honggfuzz | centipede,,0,Yes,No,No,make,1,make,0,,,236
bc-java,bcgit/bc-java,https://github.com/bcgit/bc-java.git,https://www.bouncycastle.org/,jvm,uncategorized,1092657,libfuzzer,address,5,Yes,Yes,No,maven/gradle,2,,0,,,2629
bearssl,,https://www.bearssl.org/git/BearSSL,https://bearssl.org/,c++,crypto,,,address | undefined | memory,2,Yes,Yes,No,make,2,make | autoconf | automake | libtool | python,0,,,
behaviortreecpp,BehaviorTree/BehaviorTree.CPP,https://github.com/BehaviorTree/BehaviorTree.CPP,https://www.behaviortree.dev/,c++,crypto,47747,libfuzzer | afl,address | undefined,0,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | cmake | pkg-config | libsodium-dev | libgtest-dev,0,,,3891
bignum-fuzzer,guidovranken/bignum-fuzzer,https://github.com/guidovranken/bignum-fuzzer,https://github.com/guidovranken/bignum-fuzzer,c++,crypto | testing-infra,,libfuzzer | honggfuzz,,7,Yes,No,No,cmake,1,software-properties-common | mercurial | autoconf | bison | texinfo | libboost-all-dev | cmake | lzip | python-all-dev | python3-all-dev | python3-pip,0,,,
bincode,,https://git.sr.ht/~stygianentity/bincode,https://git.sr.ht/~stygianentity/bincode,rust,uncategorized,,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,
bind9,,https://gitlab.isc.org/isc-projects/bind9.git,https://gitlab.isc.org/isc-projects/bind9,c,networking,,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,
bios-bmc-smm-error-logger,javanlacerda/bios-bmc-smm-error-logger,https://github.com/javanlacerda/bios-bmc-smm-error-logger,https://github.com/openbmc/docs/blob/master/designs/bios-bmc-smm-error-logging.md,c++,system,4062,libfuzzer,address,0,Yes,Yes,No,cmake,2,patchelf | make | ninja-build | meson | libgtest-dev | libgmock-dev | pkg-config | libsystemd-dev | python3-pip | libboost-all-dev,0,,,0
bitcoin-core,bitcoin/bitcoin,https://github.com/bitcoin/bitcoin.git,https://bitcoincore.org/,c++,blockchain,455242,afl | libfuzzer | honggfuzz,address | undefined | memory,0,Yes,Yes,No,cmake,2,build-essential | make | patch | pkgconf | python3 | zip,0,,,88529
blackfriday,russross/blackfriday,https://github.com/russross/blackfriday,https://github.com/russross/blackfriday,go,uncategorized,4697,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,5618
bloaty,google/bloaty,https://github.com/google/bloaty.git,https://github.com/google/bloaty,c++,system,9166,,,1,Yes,No,No,cmake,1,cmake | ninja-build | libz-dev,0,,,5398
bls-signatures,supranational/blst,https://github.com/supranational/blst.git,https://github.com/supranational/blst,c++,system | crypto | blockchain,80826,afl | honggfuzz | libfuzzer,address | undefined | memory,2,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | python | lzip | libgmp-dev,0,,,555
bmcweb,openbmc/bmcweb,https://github.com/openbmc/bmcweb.git,https://github.com/openbmc/bmcweb,c++,compression | system,80750,libfuzzer,address,0,Yes,Yes,No,,2,pkg-config | cmake | python3-pip | libpam0g-dev | libsystemd-dev | zlib1g-dev | libzstd-dev,0,,,215
boost-beast,boostorg/beast,https://github.com/boostorg/beast.git,https://www.boost.org/,c++,uncategorized,94272,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,,0,,,4770
boost-json,boostorg/json,https://github.com/boostorg/json.git,http://www.boost.org/,c++,uncategorized,47409,,,0,Yes,No,No,,1,,0,,,472
botocore,boto/botocore,https://github.com/boto/botocore,https://github.com/boto/botocore,python,uncategorized,83755,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1608
bottleneck,pydata/bottleneck,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,python,scientific,8974,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,make | autoconf | automake | libtool,0,,,1169
brotli-java,google/brotli,https://github.com/google/brotli,https://github.com/google/brotli/tree/master/java,jvm,compression,385625,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,make | autoconf | automake | libtool,0,,,14627
brunsli,google/brunsli,https://github.com/google/brunsli.git,https://github.com/google/brunsli,c++,uncategorized,13126,,address | memory | undefined,2,Yes,Yes,No,cmake,2,cmake | libtool | make,0,,,748
bs4,,https://code.launchpad.net/~leonardr/beautifulsoup/bs4,https://www.crummy.com/software/BeautifulSoup/,python,data-parsing | compression,,libfuzzer,address | undefined,0,Yes,Yes,No,,2,bzr | git | libxslt-dev | libxml2-dev | zlib1g-dev,0,,,
bson-rust,mongodb/bson-rust,https://github.com/mongodb/bson-rust,https://github.com/mongodb/bson-rust,rust,uncategorized,18279,libfuzzer,address,0,Yes,Yes,No,cargo,2,make | autoconf | automake | libtool,0,,,454
burntsushi-toml,BurntSushi/toml,https://github.com/BurntSushi/toml,https://github.com/BurntSushi/toml,go,data-parsing,5358,libfuzzer,address,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,4914
bz2file,nvawda/bz2file,https://github.com/nvawda/bz2file,https://github.com/nvawda/bz2file,python,compression,1023,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,17
cachetools,tkem/cachetools,https://github.com/tkem/cachetools/,https://github.com/tkem/cachetools/,python,uncategorized,3042,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,2715
caffeine,ben-manes/caffeine,https://github.com/ben-manes/caffeine.git,https://github.com/ben-manes/caffeine,jvm,uncategorized,32792,libfuzzer,address,1,Yes,Yes,No,,2,openjdk-11-jdk-headless | openjdk-21-jdk-headless,0,,,17553
calcite-avatica,apache/calcite-avatica,https://github.com/apache/calcite-avatica,https://github.com/apache/calcite-avatica,jvm,uncategorized,52034,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,269
capnproto,capnproto/capnproto,https://github.com/capnproto/capnproto,https://capnproto.org,c++,compression,180429,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,make,2,autoconf | automake | libtool | zlib1g-dev,0,,,12916
